ticker,tipo_activo,dollar_volume_promedio
CGBL,etf,58184913.86887729
VOE,etf,57636020.552098475
VFLO,etf,56775559.49043161
IGF,etf,56418393.887642555
FTXL,etf,56111156.126280315
NLR,etf,56100151.31067616
FENI,etf,56039873.86349952
DFCF,etf,55962522.734276265
FTCS,etf,55432312.97488675
DXJ,etf,55286057.16816878
IXC,etf,54777617.885872655
BLCR,etf,54712962.0393717
IJS,etf,54658644.45876649
PSI,etf,54411416.23908109
DFIC,etf,54099157.01745493
JGRO,etf,53984436.90226882
ESGE,etf,53641531.610276006
XSD,etf,53150940.69689847
FETH,etf,53136218.54132357
IXN,etf,53124600.91339395
JMUB,etf,52677894.92626338
SPTS,etf,52429833.46317188
HYLB,etf,51958929.507394254
BLV,etf,51853555.0927062
SDVY,etf,51671735.17435509
EUFN,etf,50789269.869342186
SPHB,etf,50651107.90051518
VOX,etf,50428193.961310335
SUB,etf,50351321.87232439
IYH,etf,50017832.966223545
JBND,etf,49815615.73111609
DBMF,etf,49746394.395474754
IDEF,etf,49555704.49573369
CGUS,etf,49383843.1421963
PPLT,etf,49342926.4983167
FDVV,etf,49124076.268116385
BOND,etf,48523670.99564934
CGGO,etf,48479938.11817235
UFO,etf,48300938.10640527
EFAV,etf,48231946.12656249
GPIX,etf,48139632.04161844
RING,etf,47673896.61322063
VPU,etf,47565387.70471523
SCHZ,etf,47535872.06853753
CHAT,etf,47351882.01019287
BUFR,etf,47120145.48907554
FTSM,etf,46927557.054073244
GRNY,etf,46549437.90395379
FLTW,etf,46533124.46788581
FLJP,etf,46469918.62886608
ARTY,etf,46308851.560068294
FDL,etf,46077496.455405064
JQUA,etf,45948620.2692961
DFAE,etf,45385913.608994715
IYF,etf,44932690.10263842
BIZD,etf,44573085.24874632
SKYY,etf,44302745.5705745
PICK,etf,43435500.09754187
IDV,etf,43360678.57863629
IVLU,etf,43208756.01425608
GSLC,etf,42515431.85208343
ETHE,etf,42509666.86936855
IYM,etf,42337326.31507353
HYD,etf,42050945.95411718
HGER,etf,41626934.51543941
IJK,etf,41582669.401789226
DUHP,etf,41549066.53558539
BCI,etf,41206291.92212492
CHPY,etf,41175567.59180695
GGOV,etf,41159263.60313481
MGV,etf,41132284.312556304
SCHK,etf,40883508.89349176
BUG,etf,40740339.776637204
ZROZ,etf,40591669.78920799
FLKR,etf,40520785.91491473
PPA,etf,40488489.96575715
DBA,etf,40419870.51303346
FINA,etf,40232429.322126664
NVDY,etf,40206291.54671565
VSS,etf,40176131.39189917
SCHM,etf,40044265.81043422
KLMN,etf,40014105.142884895
SPHD,etf,39959136.00021596
FNDE,etf,39919681.99605501
AKRE,etf,39627813.76093174
URNM,etf,39547229.65189028
VCRB,etf,39514621.56320572
AVUS,etf,39095282.754694104
DIVO,etf,39002713.88823458
DBC,etf,38879000.210046105
DFSV,etf,38709506.62257492
EWL,etf,38392944.330195375
BWET,etf,38368323.663182855
FELC,etf,38312523.48997125
VWOB,etf,38182738.65557258
JIRE,etf,37823279.40101068
FMDE,etf,37765094.68860357
DFAS,etf,37706391.958712794
FBCG,etf,37277905.38408923
VDC,etf,36903536.42752548
OUNZ,etf,36098190.57716763
BITI,etf,35965650.951929346
DFEM,etf,35588268.10665757
FLRN,etf,35429290.25388993
RWR,etf,35258013.74650782
BILS,etf,35249845.97886801
CALF,etf,35107279.56325966
GSG,etf,35041392.8245759
RPG,etf,34903611.333353974
FVD,etf,34801841.203577995
TLTW,etf,34632251.6491507
ONEQ,etf,34488618.68180705
SKHZ,etf,34405689.05022792
FNDA,etf,34265725.19875854
CLIP,etf,34085596.162305474
TBLL,etf,34046655.61486231
CGCB,etf,33973841.179596424
EUV,etf,33906542.004377
FESM,etf,33831666.372954376
CGCP,etf,33828802.39454928
XYLD,etf,33800944.16921335
AIS,etf,33556254.09874928
RSPT,etf,33202195.320303142
BOTZ,etf,33090322.276648086
DFAU,etf,32989422.683866635
JAVA,etf,32885399.9315292
DFLV,etf,32841514.73896541
PZA,etf,32831668.903109144
WCLD,etf,32667863.045239944
IWX,etf,32587148.19591398
MLPX,etf,32541695.997299667
AIPO,etf,32534323.56104833
FXN,etf,32457548.601340353
SDY,etf,32418719.94537711
ESGD,etf,32330754.87580228
RWL,etf,32247423.074894868
DTCR,etf,32070910.984105665
CEF,etf,32052639.086191665
WGMI,etf,32020022.083431244
CGMU,etf,32003307.338901654
VTEC,etf,31908316.455492243
FWD,etf,31880714.284071922
MGC,etf,31668375.096064605
MSOS,etf,31659112.882022783
BKLC,etf,31630714.046197936
VIS,etf,31574638.8169021
ARKX,etf,31569382.422235325
IOO,etf,31532893.273119196
HYMB,etf,31435104.94756051
FCG,etf,31179810.146194458
CGMM,etf,31177082.450053215
SCMB,etf,31156864.680694953
NEAR,etf,31092680.75572243
BBEU,etf,31040435.556279063
USRT,etf,30984607.922999952
LVHI,etf,30922232.30262845
HEFA,etf,30892395.685966432
JMBS,etf,30855330.860327076
BFLX,etf,30784149.00469909
VONE,etf,30674014.765319824
JMTG,etf,30555238.2867751
PGX,etf,30485934.05315131
JIVE,etf,30428058.829854626
FALN,etf,30272868.631142817
CGXU,etf,30234448.812754035
PBW,etf,30229858.793954242
BSOL,etf,30189874.719336696
SCYB,etf,29871863.059354175
SPUS,etf,29809292.65283138
VIGI,etf,29715526.116654456
PPH,etf,29074081.77790188
DFAX,etf,28956209.633137904
CMF,etf,28859757.0724988
BBUS,etf,28770991.759016644
MOO,etf,28725587.221406803
EWS,etf,28707943.29077231
DBEF,etf,28638409.64725323
JTEK,etf,28485435.360416148
LIT,etf,28360800.047118902
GUNR,etf,27898202.517717052
HODL,etf,27739588.647022367
BBCA,etf,27690596.806070566
CGMS,etf,27570310.817406885
TCAF,etf,27522890.00613155
EPI,etf,27484173.956878927
IJT,etf,27161994.299898133
CSHI,etf,26863412.34725902
EWI,etf,26812705.29952675
ESGV,etf,26795429.918825135
EVTR,etf,26318675.74104475
SGVT,etf,26093748.938623
ACYN,etf,25566369.467134565
SBIL,etf,25505644.91767931
IHF,etf,25490219.00269347
CLOA,etf,25443497.37421379
EWP,etf,25378655.6351122
FLTR,etf,25308972.166312166
SMMD,etf,25247889.033709764
PALL,etf,25242313.43468357
FLIN,etf,25174407.294512253
SEUS,etf,25104990.888656925
HIMU,etf,24960196.53241363
LMBS,etf,24947182.20652351
DFUV,etf,24946741.520244095
CPER,etf,24844748.385574874
IMTM,etf,24712051.21961301
SPMB,etf,24509959.855971225
IFRA,etf,24264138.079647094
ANGL,etf,24252733.856728606
DFSD,etf,24206837.890310064
TETH,etf,24203930.828707006
ECH,etf,23923817.374681056
IJJ,etf,23858571.916174363
FTXN,etf,23856259.757508595
PRF,etf,23807128.967184734
SNPE,etf,23716800.186270427
MSTY,etf,23675658.247924633
IQQ,etf,23624576.174542032
EEMA,etf,23574812.15970874
IYK,etf,23558863.178380743
LMUB,etf,23507245.30021635
SLYV,etf,23502296.56127608
VCR,etf,23445044.546168126
JPLD,etf,23440249.69567605
QQQE,etf,23432643.87203753
DFIS,etf,23409047.97468558
IDMO,etf,23305152.529761113
AOR,etf,23235031.434217587
SCHQ,etf,23139511.458358824
CGDG,etf,23087138.035508752
FELG,etf,22965797.83223152
HELO,etf,22943940.023137175
KSA,etf,22888460.552144755
CGNG,etf,22763048.730136547
PFIX,etf,22636600.914570298
NCLD,etf,22625004.167483285
TFI,etf,22608493.599716187
FRDM,etf,22554223.016947508
ISTB,etf,22453585.356302038
QLTY,etf,22319710.306547135
XSMO,etf,22123498.2675081
DBO,etf,22089747.93898439
GARP,etf,21976156.26276995
DFAT,etf,21870270.632899556
ANGU,etf,21757611.087731317
ALLW,etf,21729551.92746532
FTGC,etf,21619348.618548267
CGGE,etf,21425959.661806535
IXJ,etf,21379627.210326023
FUTY,etf,21222540.818912476
EPP,etf,21189487.936334252
PBUS,etf,21063030.91492616
FPE,etf,21025781.718854234
ARKQ,etf,20991452.03282272
TSPA,etf,20957776.859996915
GSIE,etf,20857821.229751587
GNR,etf,20628023.007875204
RECS,etf,20581110.890848085
DIHP,etf,20521973.70671165
XMHQ,etf,20504034.072962917
XTL,etf,20381480.758822065
ARGT,etf,20085493.70966475
SCHY,etf,19907370.34260701
VTES,etf,19812040.89456218
WTV,etf,19782236.46204796
IDU,etf,19757362.97021171
WEAT,etf,19414051.207104646
EEMV,etf,19388404.501876235
SCHC,etf,19385391.83993131
COMT,etf,19330355.794803202
VNLA,etf,19288807.1975999
BTCI,etf,19211533.91079913
PFFA,etf,19209946.397624288
XHLF,etf,19004273.182928633
IYJ,etf,18576244.395717885
MLPI,etf,18553252.299286183
IWC,etf,18510298.484025348
RPV,etf,18494299.567341175
SPBO,etf,18420082.008610748
RDVI,etf,18285252.91857034
TOTL,etf,18259236.41799838
CTA,etf,18254681.052624755
IWMI,etf,18240399.982648097
XNTK,etf,18213916.661558166
CGIC,etf,18207485.921336085
FXL,etf,18199692.54736471
FXE,etf,18166077.954488236
EAGG,etf,18117208.82715311
QGRW,etf,17989244.876109928
EWQ,etf,17889258.346880525
SMBS,etf,17826302.65513599
EPOL,etf,17790112.360235453
VCRM,etf,17743072.19220982
FLMI,etf,17682343.22925952
DSI,etf,17675281.398291588
IVES,etf,17644317.61749936
HACK,etf,17559207.647040665
GSOL,etf,17363569.35152498
BHYP,etf,17297042.16403213
IAI,etf,17255753.54592635
JBBB,etf,17242312.94724031
SPGM,etf,17132980.71224538
MUNI,etf,16933073.107133258
TMSL,etf,16888647.008995235
BLOK,etf,16832366.859808803
FEGE,etf,16811843.304160185
IHE,etf,16753355.152400114
QLTA,etf,16720534.21181834
ROBO,etf,16717205.23342517
CGIE,etf,16683427.193298014
IBDU,etf,16650316.82711715
FLDR,etf,16647085.362108588
QDTE,etf,16575760.380331779
JHMM,etf,16416330.58838553
GVI,etf,16374779.15943885
VOOV,etf,16313626.977411669
FLXR,etf,16157307.128869861
DFGP,etf,16148287.196419768
EUAD,etf,15984069.026797332
FTHI,etf,15970088.006390328
JGLO,etf,15839019.059647553
CBOX,etf,15832026.348093351
BALT,etf,15806313.875181213
FIXD,etf,15705604.220730774
EIDO,etf,15667550.318212982
FOTO,etf,15586037.31857614
SLYG,etf,15424094.409820557
VRP,etf,15340069.409474958
IBDT,etf,15307647.085408233
IGOV,etf,15286326.411324317
BBAX,etf,15118631.386153698
FEOE,etf,15027773.064975975
BBIN,etf,15006314.178151093
DAPP,etf,14987472.031011343
FXU,etf,14890311.331233472
GLTR,etf,14836685.929614281
OMAH,etf,14817870.591403425
TSLY,etf,14817840.498733697
EZA,etf,14813320.744057825
VSGX,etf,14749703.715658853
FHLC,etf,14740625.9833487
TSL,etf,14686171.45672152
SMLF,etf,14623093.362902403
KNG,etf,14607617.507665649
FTCB,etf,14600842.282658488
KSTR,etf,14557869.85831008
IBDV,etf,14550305.450327024
ETHW,etf,14531458.902795333
PMMF,etf,14512728.281641228
FBT,etf,14471054.261103904
PFXF,etf,14368871.652050698
DISV,etf,14201453.974213563
IGE,etf,14119835.200381434
WCMI,etf,14100930.17639552
PWB,etf,14098455.586170286
IBDR,etf,13974165.289486108
AVIG,etf,13938201.742481321
IBDS,etf,13930391.659441572
TRFK,etf,13923644.176001143
VNQI,etf,13847811.264442977
VFMO,etf,13822672.85523017
UCON,etf,13760560.51389576
IGPT,etf,13747614.541166557
VPLS,etf,13680502.931368232
LRGF,etf,13676497.336922875
USTB,etf,13676337.960378721
DLN,etf,13648366.840248108
MISL,etf,13519149.522270676
SLVP,etf,13498598.504386842
RONB,etf,13472276.698708571
AMDY,etf,13414369.807486128
RSPG,etf,13319431.22860221
EWN,etf,13317174.626005888
TDIV,etf,13315807.219817286
DISK,etf,13299971.740747817
VAW,etf,13287792.246595751
GCOW,etf,13286695.48775426
IEO,etf,13275000.26711563
VNM,etf,13182056.909234572
UTES,etf,13178657.12979741
ACWV,etf,13127283.150991678
IEZ,etf,13112510.921636477
GOVZ,etf,13044338.314736366
XES,etf,13003717.946871499
QGRO,etf,12974535.246392362
CRUX,etf,12967128.245741654
BWX,etf,12942434.147553116
BKGI,etf,12942109.216254354
QNDX,etf,12904409.49628628
IAT,etf,12903338.795483168
IGEB,etf,12834959.850535814
PTF,etf,12827308.385035196
CORN,etf,12784644.421780165
FXY,etf,12741223.010275908
VOLT,etf,12683577.07498027
ARKW,etf,12669956.851804629
FTXO,etf,12572369.765862161
COWG,etf,12488432.18762349
XAGG,etf,12421050.668199347
MSBT,etf,12414080.798499044
BKDV,etf,12388549.164584816
SLQD,etf,12361919.563858122
XSW,etf,12347159.838724418
OILK,etf,12282651.568524241
DEM,etf,12267239.479271349
YMAG,etf,12238195.226924643
EIS,etf,12219523.587478224
AGIX,etf,12208210.612018704
FTSL,etf,12174729.54405792
PFFD,etf,12131083.548121786
FSEC,etf,12119993.534179568
IAK,etf,12119731.363152673
INFL,etf,12102314.69643621
IYC,etf,12088316.238687914
SDIV,etf,12042390.909686044
AOA,etf,12006494.698852126
NULG,etf,12004002.673595518
VRIG,etf,11986995.583674699
ETHB,etf,11980866.447873225
BHYB,etf,11971827.166249711
DFGR,etf,11892251.790913612
ITM,etf,11883864.88067562
MLPA,etf,11829324.665053848
SOLZ,etf,11828082.382723963
EQWL,etf,11796969.528675642
CAIE,etf,11791522.503041029
TOPT,etf,11754486.935038663
CGSD,etf,11674911.991954535
SLVR,etf,11664003.191996515
EMLP,etf,11642005.473191904
FTXH,etf,11631506.967373338
RAAX,etf,11605959.890670657
IDVO,etf,11580287.160271933
EWD,etf,11573315.556084832
FDT,etf,11498573.206226945
EMGF,etf,11442676.5309304
HYS,etf,11440440.979628688
XRP,etf,11406302.845697816
YMAX,etf,11381715.44815876
INTF,etf,11380493.513122795
IBDW,etf,11364469.664759377
VIOO,etf,11330685.329642836
TCHP,etf,11271986.319623606
TAFI,etf,11241530.406381592
FCOM,etf,11139890.604777932
IDEQ,etf,11119313.999927964
IMCG,etf,11067681.10198324
REM,etf,11061936.97612517
SHM,etf,11052416.018961996
DFAL,etf,11052325.512020992
GTO,etf,11048577.381919682
MORT,etf,11032599.629120627
JPIB,etf,11016428.662746903
SFLR,etf,10931829.702278376
OMFL,etf,10867622.974859476
IBTG,etf,10830240.547298979
XTEN,etf,10811468.067406595
QCLN,etf,10810339.756465852
HFXI,etf,10794684.979102556
HYDB,etf,10768787.16177702
IAUI,etf,10762390.117209265
IEV,etf,10714541.010460906
RYLD,etf,10687313.800102144
CRAK,etf,10567754.765075063
PWRD,etf,10525458.503637329
AVIV,etf,10506341.049390512
INCM,etf,10435218.59672638
CGHM,etf,10422027.833047438
JSCP,etf,10403791.391547328
SPGP,etf,10398301.278787538
XQQI,etf,10362482.624046445
JMEE,etf,10353775.55400949
SMIN,etf,10293180.882288098
BTAL,etf,10215547.0935556
BDYN,etf,10204370.131677926
XCCC,etf,10187041.389482513
EXI,etf,10183218.375436783
CLOI,etf,10165350.231961876
EMEQ,etf,10076986.052253487
FIDU,etf,10073938.485780954
CGCV,etf,10061823.141415915
FLCB,etf,10060148.971929997
VTHR,etf,10033388.470127821
GSUS,etf,10026867.457339501
TUR,etf,10003006.842601895
CORP,etf,9991718.992536146
PDBA,etf,9978064.572259784
SARK,etf,9942914.823729843
ROCQ,etf,9935498.533766516
IYG,etf,9930230.458900392
WTAI,etf,9927100.590750199
IVOO,etf,9912644.623304263
IBTH,etf,9908266.268561266
BKAG,etf,9873588.268931985
VTEI,etf,9834119.328901779
DFEV,etf,9823696.503910271
EAGL,etf,9776760.244047593
CLOZ,etf,9690019.918426096
IHAK,etf,9680336.829180162
CWI,etf,9647380.30946563
DCOR,etf,9500296.951190032
IWL,etf,9471938.043252517
ICF,etf,9468008.259460093
IPAC,etf,9452539.3503748
DIVB,etf,9450836.769781128
RSPA,etf,9438477.402569056
SLVO,etf,9420860.991384387
SYSB,etf,9363727.34867776
PSC,etf,9312924.834858835
HYLS,etf,9304501.22984923
TAGG,etf,9278742.050672546
BALI,etf,9227244.089517117
SPPP,etf,9200082.564501356
UAE,etf,9192526.582419226
NBSD,etf,9167456.007753417
SMTH,etf,9103727.05714489
GDXY,etf,9102858.720838385
HTRB,etf,9100680.089492887
CGSM,etf,9068523.445793092
MDYG,etf,9051047.46554802
ESML,etf,9041431.020443738
WQTM,etf,9038083.563301383
GDE,etf,9019443.56561029
XCEM,etf,9016452.943543574
DBB,etf,9000710.9836272
URNJ,etf,8984468.079009816
FNCL,etf,8982090.179141968
IBTI,etf,8974248.805400804
JMOM,etf,8942121.188143944
MEAR,etf,8902602.226867262
SPIP,etf,8902289.06878495
XBB,etf,8893354.947640589
MTBA,etf,8861186.036402533
GOVI,etf,8838061.03277743
ILCG,etf,8809724.773750719
NVDS,etf,8794854.300530782
NYF,etf,8768081.829866484
VSDM,etf,8744366.547581518
SMHC,etf,8717472.490773594
AVSC,etf,8670931.281612277
LTPZ,etf,8670204.47712956
DFNM,etf,8631604.137743838
SCCR,etf,8613355.767012011
EWM,etf,8605843.967327163
FDIS,etf,8605020.589452935
ROCY,etf,8599240.332734654
TUA,etf,8549141.532295272
RSPN,etf,8513802.86481195
CLSE,etf,8492933.727127342
DIVI,etf,8400896.731601954
XEMD,etf,8395912.161336264
BKIE,etf,8393118.592614226
FTLS,etf,8379356.492446899
DMXF,etf,8373541.486661393
ICOW,etf,8350560.494563613
LEMB,etf,8269628.227018016
PRN,etf,8266370.907659486
PXF,etf,8215925.3120700335
FREL,etf,8210069.746500194
BUFD,etf,8198352.702315101
KMLM,etf,8179531.353675487
MMIT,etf,8153880.9412131645
STCE,etf,8141676.995808564
RLY,etf,8129523.670937619
EWJV,etf,8071535.633470356
CONY,etf,8067620.646945149
FLQL,etf,8054924.463493347
CARY,etf,7986412.164532855
EVSD,etf,7959445.724766724
CNEQ,etf,7948405.961159229
SMIG,etf,7919991.786401033
XT,etf,7876903.870834947
TIPX,etf,7862695.622315518
IHDG,etf,7848619.754795636
FNDC,etf,7812368.0767638385
CLOU,etf,7810216.876174271
JPEF,etf,7791649.209610104
SETM,etf,7789679.341228604
PCY,etf,7787575.041888776
PTL,etf,7776852.495243043
FSTA,etf,7772928.262603848
GVAL,etf,7771140.53580004
PEY,etf,7729718.231122704
DFGX,etf,7706312.313802349
GREK,etf,7692687.088297963
USMC,etf,7660993.646355385
FEPI,etf,7647010.14914733
BNDW,etf,7645458.3451469485
COLO,etf,7635439.32303369
THYP,etf,7596307.509568214
HAWG,etf,7580325.517375653
JEMA,etf,7552882.345573247
FYC,etf,7520825.804655208
FPX,etf,7516537.732290815
FPEI,etf,7497768.144529134
FLHY,etf,7478882.141341867
QDVO,etf,7447655.281614998
MGNR,etf,7446974.117604692
LDUR,etf,7410742.29335016
MFSI,etf,7408496.646083595
MDYV,etf,7374084.412994385
BDVL,etf,7350776.907886239
HFSI,etf,7310427.103874475
SECU,etf,7304175.787809239
AOM,etf,7290992.022269788
JPRF,etf,7280514.788317363
FMB,etf,7279415.90306139
EBND,etf,7239086.346734572
VTC,etf,7238414.803730488
PXH,etf,7230193.239919854
CHPX,etf,7228262.618601441
SECT,etf,7223668.151145402
ISHG,etf,7222915.953286578
FFSM,etf,7222851.172315612
LAZR,etf,7217522.262775583
PHO,etf,7213910.158852339
TRUT,etf,7207669.664735306
AOK,etf,7174770.756863705
GSEW,etf,7169223.031190395
JSMD,etf,7145129.778130465
QQEW,etf,7128277.183005872
UITB,etf,7115866.306078149
NUKZ,etf,7115673.117406607
FGD,etf,7101938.957844165
IGLD,etf,7087089.764264572
ARKF,etf,7087043.361675765
DFAW,etf,7029037.554762602
ICOP,etf,7016984.351002479
GLDI,etf,6993943.879464556
FLQM,etf,6986058.3081060015
VCEB,etf,6966567.258933163
FELV,etf,6950183.175096929
XDTE,etf,6944627.013230553
JSI,etf,6914896.533646636
FSIG,etf,6901168.487296507
IBDY,etf,6888070.01764534
TMFC,etf,6780945.399418557
ZALT,etf,6779265.473302087
GXPT,etf,6771019.437463522
UGA,etf,6755052.415784732
BKCH,etf,6746423.440753937
VSDB,etf,6744155.437893535
EMOP,etf,6684469.0031068325
SUSC,etf,6663426.8689024
SAMT,etf,6639910.386572194
THD,etf,6636056.905386636
SDCI,etf,6632260.4348974675
TOUS,etf,6625886.934585719
PTLC,etf,6614187.782667369
EZBC,etf,6613804.7291686535
PLTY,etf,6597900.104653706
KDEF,etf,6590506.419872047
FDMO,etf,6590336.170212746
FMTM,etf,6585262.760517505
USOI,etf,6580515.271975643
FXF,etf,6579356.112593303
QDPL,etf,6577720.863707254
XSOE,etf,6566345.631846524
BUXX,etf,6562568.394334926
GEM,etf,6538723.239989877
CERY,etf,6516013.974400163
JEDI,etf,6498278.738857476
AVGE,etf,6422905.301095652
BAB,etf,6402386.097844738
PWZ,etf,6400744.439944774
QQA,etf,6372833.172864692
DON,etf,6359240.428078771
JUSA,etf,6347474.684287965
NXUS,etf,6347285.986796702
BUFQ,etf,6336091.865419136
IBHF,etf,6328955.408513771
PRFZ,etf,6304721.065706948
EUSA,etf,6262212.560172319
MYCH,etf,6259300.002206462
GEEQ,etf,6239813.801422119
QQQJ,etf,6232404.101063307
SUSB,etf,6212840.755756617
XTN,etf,6208062.934748923
FTQI,etf,6199296.472691662
EPU,etf,6181900.623493791
NULV,etf,6168542.521800965
AVES,etf,6140126.152536082
SCJ,etf,6118079.015760601
BTCO,etf,6096129.804242969
SHYM,etf,6087788.964870185
FTXR,etf,6079809.216108928
FIW,etf,6077328.039817988
VTWV,etf,6073298.369652456
IXG,etf,6069054.350712502
GPZ,etf,6065460.858602775
HEWJ,etf,6064021.949079351
FNDB,etf,6059159.011203647
PWV,etf,6048945.572289756
PTRB,etf,6040264.562726398
ACYS,etf,6031079.754105394
DVYE,etf,5968083.01417506
ACIO,etf,5958828.799626589
SPYX,etf,5951739.635718087
PMBS,etf,5951262.048632304
VFMF,etf,5889010.701273601
COPP,etf,5877416.08435165
SUSA,etf,5860310.762006538
SPRX,etf,5857399.073975354
SGDJ,etf,5831853.61457529
IBDX,etf,5806845.192429595
TDAQ,etf,5805061.41020139
OAKM,etf,5799956.367933691
FSMD,etf,5795785.164414704
INDY,etf,5791056.681641896
KOMP,etf,5773805.030327435
SMHX,etf,5769560.376049545
IBTJ,etf,5761648.406011892
MUNY,etf,5755931.074928284
SMMU,etf,5748161.250465333
XBIL,etf,5743544.4206494475
LRGC,etf,5736550.251435095
AVLC,etf,5722271.771444039
FV,etf,5714727.249691394
TSPY,etf,5699905.629232898
XONE,etf,5696359.667656211
FLGB,etf,5690904.752842128
QTOP,etf,5684413.992400289
FLBR,etf,5682558.6929061655
USPX,etf,5652601.231945599
GRNJ,etf,5649594.141548038
GOOY,etf,5641453.403752379
OVL,etf,5635621.28984401
POWR,etf,5630698.165345258
VIXM,etf,5612799.867974185
EXPN,etf,5606061.97610728
XPH,etf,5587684.421492702
DSTL,etf,5583785.197451472
EDIV,etf,5571358.290800789
APUE,etf,5571288.699019143
PHYL,etf,5555198.398662597
TGRT,etf,5554066.916219933
DGCB,etf,5536701.996915891
KOID,etf,5528592.103761037
UBND,etf,5525468.2312897
FFLC,etf,5505332.650098652
COM,etf,5482704.9131169915
BBAG,etf,5476612.799795402
VTWG,etf,5449861.012567282
FLBL,etf,5427765.306780172
CNXT,etf,5422347.683795333
FMHI,etf,5400582.979088835
EVSM,etf,5384544.063157618
SCHJ,etf,5362977.040947959
FISR,etf,5354375.705568492
SEIV,etf,5352514.006827244
ORR,etf,5345142.489779568
HDEF,etf,5343886.860116184
SMCY,etf,5342474.3329843255
QQH,etf,5341245.314605951
IDGT,etf,5288835.956970274
AIPI,etf,5285933.848116557
SPSK,etf,5285043.825271429
KXI,etf,5279621.753716521
LGLV,etf,5278390.917991224
GFLW,etf,5276573.257844615
AMDW,etf,5270023.0654395055
JFLX,etf,5265369.976833137
PMAY,etf,5250790.594482629
GDMN,etf,5237287.990605593
REGL,etf,5231854.876604378
CAOS,etf,5227560.3340988755
PBOG,etf,5226276.409579225
DES,etf,5211183.06940821
HECA,etf,5203445.658599557
DDWM,etf,5197596.749178171
CALI,etf,5181835.857988904
FLRT,etf,5162823.414171204
SIXZ,etf,5136903.209406018
NUGO,etf,5121145.288149516
VIOV,etf,5114049.853034382
SDVD,etf,5090141.186452215
IWLG,etf,5078943.049441463
BUYW,etf,5014732.499466896
TDTT,etf,4990231.182933038
EWZS,etf,4988100.144572701
USVM,etf,4977496.750443806
IETC,etf,4939466.033743333
HYGH,etf,4920029.909613609
AVNM,etf,4916887.434751749
LCTU,etf,4911819.631243565
TCAI,etf,4905314.434484082
SVOL,etf,4901656.234022732
MRNY,etf,4887847.854444459
GII,etf,4849021.042828083
BLOX,etf,4826433.422481425
IDHQ,etf,4818850.714465119
PJUN,etf,4807151.46781741
MINO,etf,4802553.678917227
BRTR,etf,4799831.9476159215
IBTK,etf,4794473.733554515
INMU,etf,4755877.656832776
SPTB,etf,4750324.340837982
CLOX,etf,4748444.966888383
SLX,etf,4746798.991718531
RWJ,etf,4746261.249886364
TAFM,etf,4727457.1151172435
DIV,etf,4713499.409620747
LONZ,etf,4712549.441238758
MSLC,etf,4708412.668192605
USCA,etf,4701802.502498775
KORP,etf,4689268.484666809
KMEM,etf,4689183.0521469535
IYY,etf,4686738.916541757
SEIM,etf,4672100.997722983
CANE,etf,4662747.346308343
GBND,etf,4656586.897319913
ISPY,etf,4651831.860371346
EFAA,etf,4636964.948591336
EYLD,etf,4622024.074245393
SFTX,etf,4608605.251519382
CMDY,etf,4601846.249839132
GXPC,etf,4593506.808346889
AGGY,etf,4583887.303065869
KBWD,etf,4577002.192497756
TBF,etf,4576444.478867479
EMHY,etf,4567998.781496033
PIZ,etf,4557391.107064536
PBPH,etf,4556171.683915929
HOOW,etf,4550584.956968367
JHMD,etf,4540427.982341352
TFLR,etf,4536400.981194785
QUS,etf,4502651.410363368
GSWO,etf,4500845.189847606
CAIQ,etf,4492185.646158721
FXH,etf,4460705.174943436
BRIE,etf,4455743.939170453
OPPJ,etf,4454209.770914714
VIOG,etf,4445799.877672772
SJB,etf,4440378.738277927
PJAN,etf,4433028.544438916
FQAL,etf,4425146.940069627
DFSU,etf,4419241.053589284
MAYW,etf,4414829.213308526
HYGV,etf,4413847.069304089
ROKT,etf,4412459.197299361
PIEQ,etf,4407437.247991635
FXO,etf,4379462.508239273
SFTY,etf,4377950.461402715
SCIO,etf,4370410.659459432
COPJ,etf,4366096.803435865
FDV,etf,4352067.688208938
PREF,etf,4349117.542600543
FYX,etf,4317589.437184888
MFSV,etf,4312745.537582338
GQGU,etf,4300903.3058823645
PBEU,etf,4295019.168665923
TTEQ,etf,4289948.157161003
SGDM,etf,4277460.730727196
PINK,etf,4275428.272546872
EDGF,etf,4273950.993072569
FTGS,etf,4273774.140209878
SYFI,etf,4268532.396156548
UTWO,etf,4267883.2130358815
PJUL,etf,4252699.361724026
HYEM,etf,4248859.673747599
FDLO,etf,4248291.293682694
PLTM,etf,4237415.265964848
BUFZ,etf,4228154.320344806
LSGR,etf,4222085.999377376
XRPZ,etf,4208495.192770522
MLN,etf,4198029.745583941
NORW,etf,4197752.502039207
BGIG,etf,4195072.502899613
WIP,etf,4185152.6937902286
DFJ,etf,4174392.9980216804
HYBB,etf,4158507.2927870452
YYY,etf,4146795.13211994
AMZY,etf,4139678.568468826
TVAL,etf,4139608.916707209
NFRA,etf,4126208.161634342
BUZZ,etf,4124126.056095981
BUFF,etf,4110385.588727236
HLAL,etf,4105480.0808187677
AGGH,etf,4102871.982726872
TAIL,etf,4096543.8981140787
XBCI,etf,4094004.87958083
TSME,etf,4089429.460866884
USXF,etf,4071778.2177837873
LGOV,etf,4053084.075782835
FIVA,etf,4045383.1921144426
EVLN,etf,4038213.1459438205
FXZ,etf,4036091.4263153076
